# GDP Implicit Price Deflator (Index, 2005=100), Available from Federal Reserve Bank of St. Louis (FRED): http://research.stlouisfed.org/fred2/series/GDPDEF/
1992	70.564 
1993	72.244 
1994	73.781 
1995	75.321 
1996	76.695 
1997	78.009 
1998	78.855 
1999	80.061 
2000	81.883 
2001	83.753 
2002	85.038 
2003	86.729 
2004	89.114 
2005	91.981 
2006	94.812 
2007	97.334 
2008	99.250 
2009	100.000 
2010	101.217 
2011	103.307 
2012	105.213 
2013	106.910 
2014	108.827 
2015	110.010 
2016	111.412 
2017	112.854  
